:Interfaces
:$Location,$InstanceName,$InstanceTemplateIdentifier,$InterfacePath,$InterfaceIdentifier
Root\PC10\D10\Discharge,FI1002,$AnalogInputGP,,NullInterfaceRoleB
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,OPSignal
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,DevVS
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,PV
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,PVRange
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,RSP
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Running,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Running,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Fail,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Fail,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\PowerRemoval,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\PowerRemoval,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ExternalControl,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ExternalControl,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\CSDISignal,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\CSDISignal,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,FWDILCK
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,FWDILCKSP
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,REVILCK
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,REVILCKSP
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,OPDOSignal
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control,DirectionSignal
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,RStart
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,RStop
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,ReverseEn
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,RSPREV
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,Name
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\OP,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\OP,DOUTPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Direction,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Failures\Group1,DisCond
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Failures\Group1,CondCH
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Failures\Group1,Name
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ForwardInterlocks\Group1,DisCond
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ForwardInterlocks\Group1,BypassCond
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ForwardInterlocks\Group1,ILCK
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ForwardInterlocks\Group1,Name
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ReverseInterlocks\Group1,DisCond
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ReverseInterlocks\Group1,BypassCond
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ReverseInterlocks\Group1,ILCK
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\ReverseInterlocks\Group1,Name
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\Logic,MotorVSLPName
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\LocalMode,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\LocalMode,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\Zeromode,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\Zeromode,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\OFFPB,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\OFFPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\ForwordPB,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\ForwordPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\ReversePB,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\ReversePB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\IncSPPB,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\IncSPPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\DecSPPB,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\DecSPPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS1,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS1,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS2,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS2,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS3,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\SelectS3,DINPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\PBLight,BoolVar
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Maintenance\Logic,Name
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Maintenance\Logic,RunningHours
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\D10\Discharge,P1002,$MotorVSGP,,NullInterfaceRoleA
Root\PC10\D10\Discharge,P1002,$MotorVSGP,,NullInterfaceRoleB
Root\PC10\D10\Discharge,P1002,$MotorVSGP,Control\MotorVS\Logic,SPEn
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control,PV
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control,PVQ
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,,NullInterfaceRoleA
Root\PC10\D10\Discharge,FI1003,$AnalogInputGP,,NullInterfaceRoleB
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,OPSignal
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,PV
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,PVRange
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,PVRanged
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,RSP
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Running,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Running,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Fail,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Fail,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\PowerRemoval,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\PowerRemoval,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ExternalControl,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ExternalControl,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\CSDISignal,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\CSDISignal,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,FWDILCK
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,FWDILCKSP
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,REVILCK
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,REVILCKSP
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,OPDOSignal
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control,DirectionSignal
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,RStart
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,RStop
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,ReverseEn
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,RSPREV
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,Name
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\OP,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\OP,DOUTPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Direction,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Failures\Group1,DisCond
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Failures\Group1,CondCH
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Failures\Group1,Name
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ForwardInterlocks\Group1,DisCond
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ForwardInterlocks\Group1,BypassCond
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ForwardInterlocks\Group1,ILCK
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ForwardInterlocks\Group1,Name
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ReverseInterlocks\Group1,DisCond
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ReverseInterlocks\Group1,BypassCond
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ReverseInterlocks\Group1,ILCK
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\ReverseInterlocks\Group1,Name
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\Logic,MotorVSLPName
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\LocalMode,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\LocalMode,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\Zeromode,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\Zeromode,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\OFFPB,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\OFFPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\ForwordPB,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\ForwordPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\ReversePB,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\ReversePB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\IncSPPB,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\IncSPPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\DecSPPB,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\DecSPPB,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS1,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS1,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS2,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS2,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS3,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\SelectS3,DINPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\PBLight,BoolVar
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Maintenance\Logic,Name
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Maintenance\Logic,RunningHours
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\D10\Discharge,P1003,$MotorVSGP,,NullInterfaceRoleA
Root\PC10\D10\Discharge,P1003,$MotorVSGP,,NullInterfaceRoleB
Root\PC10\D10\Discharge,P1003,$MotorVSGP,Control\MotorVS\Logic,SPEn
Root\PC10\D10\Discharge,P1003ATV9xxE,$ATV9xxEGP,Control\Logic,EnableDevice
Root\PC10\D10\Discharge,P1003ATV9xxE,$ATV9xxEGP,Control\Logic,Dev1S1D
Root\PC10\D10\Discharge,P1003ATV9xxE,$ATV9xxEGP,Control\Logic,Dev1S2D
Root\PC10\D10\Discharge,P1003ATV9xxE,$ATV9xxEGP,,NullInterfaceRoleA
Root\PC10\D10\Discharge,P1003ATV9xxE,$ATV9xxEGP,,NullInterfaceRoleB
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,Control\Logic,EnableDevice
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,Control\Logic,Dev1S1D
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,Control\Logic,Dev1S2D
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,Control\Logic,DevVarSpeed
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,,NullInterfaceRoleA
Root\PC10\D10\Discharge,P1001ATV6xxE,$ATV6xxEGP,,NullInterfaceRoleB
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control,PV
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control,PVQ
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC10\D10\Level,LI1001,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC10\D10\Level,LI1001,$AnalogInputGP,,NullInterfaceRoleB
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control,PV
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control,PVQ
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\DigitalInput\Logic,WatchDI
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\DigitalInput\Logic,AlarmSTDI
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\DigitalInput\Logic,Name
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\DigitalInput\DISignal,BoolVar
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\DigitalInput\DISignal,DINPUTSignalExt
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\Maintenance\Logic,Name
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\Maintenance\Logic,RunningHours
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,,NullInterfaceRoleA
Root\PC10\D10\Level,LSH1001,$DigitalInputGP,,NullInterfaceRoleB
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control,PV
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control,PVQ
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\DigitalInput\Logic,WatchDI
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\DigitalInput\Logic,AlarmSTDI
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\DigitalInput\Logic,Name
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\DigitalInput\DISignal,BoolVar
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\DigitalInput\DISignal,DINPUTSignalExt
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\Maintenance\Logic,Name
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\Maintenance\Logic,RunningHours
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,,NullInterfaceRoleA
Root\PC10\D10\Level,LSL1001,$DigitalInputGP,,NullInterfaceRoleB
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,AcalcName
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,Total
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,Average
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,Min
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,Max
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,Control\Logic,ROC
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,,NullInterfaceRoleA
Root\PC10\D10\Energies,TI1001,$AnalogCalcGP,,NullInterfaceRoleB
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control,PVQ
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,,NullInterfaceRoleA
Root\PC10\D10\Energies,Tl1001,$AnalogInputGP,,NullInterfaceRoleB
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control,PV
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control,PVQ
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,,NullInterfaceRoleA
Root\PC10\D10\Energies,TI1001ROC,$AnalogInputGP,,NullInterfaceRoleB
Root\PC10\D10\Energies,P10A,$MotorGP,Control,ILCK
Root\PC10\D10\Energies,P10A,$MotorGP,Control,MotorOP
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Motor\Logic,RSP
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Running,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Running,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Fail,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Fail,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\ExternalControl,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\ExternalControl,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control,MotorSP
Root\PC10\D10\Energies,P10A,$MotorGP,Control,MotorLOP
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Motor\Logic,RStop
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Motor\Logic,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Motor\Logic,Running
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Motor\Logic,Stopped
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Stopped,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Stopped,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\OP,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\OP,DOUTPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Failures\Group1,DisCond
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Failures\Group1,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group1,DisCond
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group1,BypassCond
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group1,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group2,DisCond
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group2,BypassCond
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group2,Cond01
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Interlocks\Group2,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\Logic,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\Logic,MOTORLPST
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\LPMode,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\ZeroMode,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\CSMode,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\OffPB,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\OnPB,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\PBLight,BoolVar
Root\PC10\D10\Energies,P10A,$MotorGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Maintenance\Logic,Name
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Maintenance\Logic,RunningHours
Root\PC10\D10\Energies,P10A,$MotorGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\D10\Energies,P10A,$MotorGP,,NullInterfaceRoleA
Root\PC10\D10\Energies,P10A,$MotorGP,,NullInterfaceRoleB
Root\PC10\D10\Energies,HV1003,$ValveGP,Control,ValveOP
Root\PC10\D10\Energies,HV1003,$ValveGP,Control,ILCK
